content_ko	content_en
휴식 시간이 얼마나 중요한가요? 충분히 휴식하고 있습니까?	How important is time to relax? Do you get enough?
악기를 연주합니까? 그렇지 않다면 배우고 싶은 악기가 있습니까?	Do you play a musical instrument? If not, would you like to?
그룹 의사 결정을 할 때, 의견을 적극적으로 말합니까 아니면 다른 사람들의 의견에 따릅니까?	When making group decisions, do you speak up, or go along with others?
가족과의 시간이 얼마나 중요한가요? 얼마나 많은 시간이 적당하다고 생각합니까?	How important is time with family? How much is appropriate?
학교에서 배운 가장 유용한 것들은 무엇입니까?	What were the most useful things you learned at school?
당신이 자란 지역의 문화가 당신에게 어떻게 영향을 미쳤습니까?	How were you influenced by the culture of the area you grew up in?
비판이나 조언을 얼마나 잘 받아들입니까?	How well do you receive criticism or advice?
당신을 더 강하게 또는 현명하게 만든 도전은 무엇입니까?	What challenge made you a stronger or wiser person?
이벤트, 건물 등에 몰래 들어간 적이 있습니까? 그 경험은 어땠습니까?	Did you ever sneak into an event, building, etc? How was it?
고향이 어렸을 때와 어떻게 변했습니까?	How has your hometown changed since you were young?
어렸을 때 나중에 하고 싶거나 가지고 싶었던 것을 꿈꾸었습니까?	When you were young, what did you dream of later doing or having?
과학과 기술로부터 어떤 혜택을 받았습니까?	How have you benefited from science and technology?
사후세계나 환생을 믿습니까?	Do you believe in an afterlife, or reincarnation?
남은 인생을 다른 나라에서 보내야 한다면 어떤 나라를 선택하겠습니까? 왜 그렇습니까?	You must move to another country for the rest of your life. Which country do you choose, and why?
일기나 다이어리를 쓰나요? 왜 그렇거나 왜 그렇지 않나요?	Do you keep a journal or a diary? Why, or why not?
두 번째 기회가 있다면 무엇을 다르게 하겠습니까?	What would you do differently if you had a second chance?
화를 빨리 내나요, 아니면 참는 편인가요?	"Do you have a quick temper, or a ""long fuse""?"
현재를 위해 사는 편인가요, 아니면 미래를 위해 준비하는 편인가요?	Do you live for the moment, or prepare for the future?
야외 활동을 어떻게 즐기나요?	How do you like to enjoy the outdoors?
어린이들을 보호해야 하나요, 아니면 스스로 탐험하고 배우도록 해야 하나요?	Should children be protected, or allowed to explore and learn on their own?
친구나 가족과 정치에 대해 이야기합니까?	Do you talk about politics with your friends and family?
18살 때 자신에게 어떤 조언을 해주고 싶습니까?	What advice would you give yourself at 18 years old?
언제나 어디에서 최고의 아이디어가 떠오르나요?	When or where do you have your best ideas?
휴일에 대해 어떻게 생각합니까? 즐겁나요, 스트레스받나요, 의미 있나요?	How do you feel about holidays? Are they joyful, stressful, meaningful?
사람들이 너무 쉽게 기분 상하는가요? 당신은 쉽게 기분이 상하나요?	Are people too easily offended? Are you easily offended?
끝내고 싶은 의무가 있습니까? 시간을 어떻게 다르게 사용할 수 있을까요?	Do you have obligations you want to end? What else could you do with your time?
인간이 노화를 정복할 수 있을까요?	Will humans ever conquer aging?
당신은 아침형 인간인가요, 아니면 야행성인가요? 시간이 지나면서 이것이 변했나요?	Are you more of a morning person, or night owl? Has this changed over time?
무엇을 기대하고 있습니까? 왜 그렇습니까?	What are you looking forward to? Why?
당신의 삶에 큰 영향을 미친 대화를 기억해 보세요.	Remember a conversation that significantly impacted on your life.
관심의 중심에 있는 것을 좋아합니까?	Do you like to be the center of attention?
집중력이 긴가요? 쉽게 지루해합니까?	Do you have a long attention span? Do you get bored easily?
가장 좋아하는 선생님이나 코치를 묘사해 주세요. 무엇이 그들을 뛰어나게 만들었습니까?	Describe one of your favorite teachers or coaches. What made them outstanding?
자신을 덜 의식하게 되면 무엇을 즐길 수 있을까요?	What might you enjoy doing if you were less self-conscious?
언제 가장 생기 있게 느끼나요?	When do you feel most alive?
인생 동안 하고 싶은 일의 목록이 있습니까?	"What's on your ""bucket list"" of things to do during your life?"
개를 좋아합니까, 고양이를 좋아합니까? 둘 다 좋아합니까?	Do you prefer dogs or cats? Or do you love both?
상을 받은 적이 있습니까?	Have you ever won an award?
당신이 자란 문화에 대해 무엇을 감사하게 생각합니까?	What do you appreciate about the culture you were raised in?
가장 좋아하는 계절이 있습니까? 무엇을 좋아합니까?	Do you have a favorite season? What do you like about it?
평생 동안 은하계를 여행할 수 있지만 지구로 돌아올 수 없다고 한다면, 가겠습니까?	If you could travel the galaxies for the rest of your life, but never return to Earth, would you go?
싸움을 해본 적이 있습니까? 무슨 일이 있었나요?	Have you ever been in a fight? What happened?
예술 창작을 즐기십니까? 그렇다면 무엇이 그것을 좋아하게 만듭니까?	Do you enjoy creating art? If so, what do you like about it?
사람들이 거짓말을 할 때 알 수 있습니까?	Do you tend to know when people are lying?
어울리지 않는다고 느낀 때는 언제였습니까?	When did you feel like you didn't fit in?
첫 직장은 무엇이었나요? 그것을 즐겼습니까?	What was your first job? Did you enjoy it?
운명이나 숙명을 믿습니까?	Do you believe in fate or destiny?
과거나 현재의 누구와 하루를 보낼 수 있다면 누구를 선택하겠습니까? 무엇을 할 것입니까?	You can spend a day with anyone from the past or present. Who do you choose, and what will you do?
누군가에게 맞서야 할 때는 언제입니까? 그냥 넘어가는 것이 더 나을 때는 언제입니까?	When is it appropriate to stand up to someone? When is it better to just let it go?
과거에 이해하지 못했던 자신에 대해 이제 이해하게 된 것은 무엇입니까?	What do you now understand about yourself, that you didn't understand in the past?
현재는 일반적이지 않은 쇼핑 경험을 기억하세요.	What shopping experience do you remember, that isn't common now?
경찰, 판사 등과의 기억에 남는 상호작용이 있었습니까?	Have you had any memorable interactions with police, a judge, etc?
가장 좋아하는 휴일 전통은 무엇입니까? 왜 그렇습니까?	What's your favorite holiday tradition? Why?
비디오 게임은 시간 낭비입니까? 왜 그렇거나 왜 그렇지 않습니까?	Are video games a waste of time? Why or why not?
휴대폰이나 스마트폰 이전의 삶을 기억합니까? 그때는 어떻게 달랐나요?	Do you remember life before cell phones or smartphones? How were things different?
대부분의 사람들은 비밀을 지킬 수 있습니까?	Can most people be trusted with a secret?
농담으로 다루지 말아야 할 주제가 있습니까, 아니면 유머는 항상 괜찮습니까?	Are there topics that should not be joked about, or is humor always ok?
어렸을 때 요새나 나무 집 등을 가졌습니까?	As a child, did you have a fort, or treehouse, etc?
어린 시절 집에 대한 세부 사항을 기억합니까? 무엇을 좋아했습니까?	What details do you remember about your childhood home? What did you like about it?
당신의 종교와 다른 종교를 가진 사람들을 많이 알고 있습니까?	Have you known many people with a religion other than your own?
부유하다고 느꼈던 때는 언제입니까?	When have you felt rich?
마지막으로 울었던 때는 언제입니까? 다른 사람들 앞에서 울었습니까?	When was the last time you cried? Do you cry in front of others?
도움이 필요할 때 누가 당신을 도울 것입니까?	If you needed help, who would be there for you?
